ID,Prob1
407, 0.082862
408, 0.741180
409, 0.366944
410, 0.087370
411, 0.079928
412, 0.123589
413, 0.080284
414, 0.178384
415, 0.084053
416, 0.266236
417, 0.083127
418, 0.082808
419, 0.671775
420, 0.207939
421, 0.087762
422, 0.204411
423, 0.526440
424, 0.159433
425, 0.272824
426, 0.156486
427, 0.132359
428, 0.079987
429, 0.158852
430, 0.397511
431, 0.208170
432, 0.305673
433, 0.129804
434, 0.080886
435, 0.083469
436, 0.082554
437, 0.081851
438, 0.092741
439, 0.457647
440, 0.183217
441, 0.914754
442, 0.184199
443, 0.086520
444, 0.276349
445, 0.083454
446, 0.081375
447, 0.083302
448, 0.081441
449, 0.288329
450, 0.271494
451, 0.220424
452, 0.296819
453, 0.206114
454, 0.254653
455, 0.664777
456, 0.163095
457, 0.311680
458, 0.094825
459, 0.242028
460, 0.269264
461, 0.145028
462, 0.080388
463, 0.856515
464, 0.137999
465, 0.814032
466, 0.197409
467, 0.108983
468, 0.081473
469, 0.116071
470, 0.081932
471, 0.923319
472, 0.375425
473, 0.740630
474, 0.094932
475, 0.372175
476, 0.190319
477, 0.506886
478, 0.146056
479, 0.395071
480, 0.205908
481, 0.083144
482, 0.206765
483, 0.187685
484, 0.740873
485, 0.322639
486, 0.143477
487, 0.298501
488, 0.214096
489, 0.245434
490, 0.338673
491, 0.458267
492, 0.222995
493, 0.148655
494, 0.086977
495, 0.136633
496, 0.083391
497, 0.390291
498, 0.080757
499, 0.808947
500, 0.088921
501, 0.078094
502, 0.091142
503, 0.512851
504, 0.364467
505, 0.553861
506, 0.080150
507, 0.236206
508, 0.372920
509, 0.726424
510, 0.078445
511, 0.086009
512, 0.404991
513, 0.171598
514, 0.514209
515, 0.325171
516, 0.082644
517, 0.417994
518, 0.171420
519, 0.278321
520, 0.082719
521, 0.241609
522, 0.542996
523, 0.900270
524, 0.147747
525, 0.211267
526, 0.149969
527, 0.083548
528, 0.166116
529, 0.431226
530, 0.141890
531, 0.091367
532, 0.441010
533, 0.086041
534, 0.140725
535, 0.683104
536, 0.088746
537, 0.080374
538, 0.474875
539, 0.703317
540, 0.080811
541, 0.661555
542, 0.086500
543, 0.305831
544, 0.082719
545, 0.081292
546, 0.079419
547, 0.091128
548, 0.110179
549, 0.676776
550, 0.163126
551, 0.766092
552, 0.086466
553, 0.176077
554, 0.093362
555, 0.236692
556, 0.078268
557, 0.080985
558, 0.086408
559, 0.365687
560, 0.082299
561, 0.338819
562, 0.206114
563, 0.198543
564, 0.370399
565, 0.221713
566, 0.168986
567, 0.731417
568, 0.759052
569, 0.780069
570, 0.451109
571, 0.156368
572, 0.214892
573, 0.102681
574, 0.295876
575, 0.287570
576, 0.331160
577, 0.913608
578, 0.210277
579, 0.095494
580, 0.734667
581, 0.079731
582, 0.080428
583, 0.082716
584, 0.089047
585, 0.379467
586, 0.316588
587, 0.081982
588, 0.161301
589, 0.374684
590, 0.105779
591, 0.482391
592, 0.167728
593, 0.081805
594, 0.087210
595, 0.081145
596, 0.236169
597, 0.162057
598, 0.685825
599, 0.311341
600, 0.081344
601, 0.360930
602, 0.660243
603, 0.245451
604, 0.328018
605, 0.080864
606, 0.143756
607, 0.386891
608, 0.473016
609, 0.533946
610, 0.393095
611, 0.486035
612, 0.089960
613, 0.406994
614, 0.145221
615, 0.517837
616, 0.565356
617, 0.358493
618, 0.399395
619, 0.079508
620, 0.276770
621, 0.360832
622, 0.084583
623, 0.083685
624, 0.902597
625, 0.080654
626, 0.091649
627, 0.591074
628, 0.593449
629, 0.087110
630, 0.402967
631, 0.087058
632, 0.367362
633, 0.102268
634, 0.850612
635, 0.101899
636, 0.463114
637, 0.116573
638, 0.667724
639, 0.083844
640, 0.245438
641, 0.109597
642, 0.084784
643, 0.408311
644, 0.131632
645, 0.176405
646, 0.857088
647, 0.096289
648, 0.086617
649, 0.167657
650, 0.914237
651, 0.268020
652, 0.314697
653, 0.205202
654, 0.598295
655, 0.089062
656, 0.078833
657, 0.652741
658, 0.176817
659, 0.158014
660, 0.084174
661, 0.494042
662, 0.923482
663, 0.325321
664, 0.090024
665, 0.340806
666, 0.200859
667, 0.665594
668, 0.081119
669, 0.383889
670, 0.081916
671, 0.095626
672, 0.081205
673, 0.908572
674, 0.079668
675, 0.085929
676, 0.084769
677, 0.141775
678, 0.084545
679, 0.904574
680, 0.249932
681, 0.228171
682, 0.214422
683, 0.140818
684, 0.924542
685, 0.283918
686, 0.120422
687, 0.080245
688, 0.082306
689, 0.273695
690, 0.302879
691, 0.362511
692, 0.082759
693, 0.486442
694, 0.100489
695, 0.578415
696, 0.634003
697, 0.079408
698, 0.078567
699, 0.677523
700, 0.196369
701, 0.448959
702, 0.102457
703, 0.080208
704, 0.078431
705, 0.135158
706, 0.088924
707, 0.365934
708, 0.113207
709, 0.155167
710, 0.498408
711, 0.409318
712, 0.085281
713, 0.790747
714, 0.085720
715, 0.173250
716, 0.130042
717, 0.081130
718, 0.088876
719, 0.095163
720, 0.100313
721, 0.177442
722, 0.511381
723, 0.080256
724, 0.212658
725, 0.227915
726, 0.769728
727, 0.216817
728, 0.366436
729, 0.080264
730, 0.408514
731, 0.150633
732, 0.095828
733, 0.691324
734, 0.085051
735, 0.416571
736, 0.212227
737, 0.178329
738, 0.603155
739, 0.080591
740, 0.267665
741, 0.080569
742, 0.082736
743, 0.113076
744, 0.159088
745, 0.080683
746, 0.080475
747, 0.184276
748, 0.555172
749, 0.276298
750, 0.080336
751, 0.078249
752, 0.727689
753, 0.080284
754, 0.219537
755, 0.402214
756, 0.395221
757, 0.083328
758, 0.156034
759, 0.199698
760, 0.209079
761, 0.259700
762, 0.303986
763, 0.383889
764, 0.083122
765, 0.116513
766, 0.395266
767, 0.154303
768, 0.913213
769, 0.339048
770, 0.078523
771, 0.801856
772, 0.079953
773, 0.090141
774, 0.161462
775, 0.433738
776, 0.728138
777, 0.911900
778, 0.080602
779, 0.355163
780, 0.428907
781, 0.138050
782, 0.088302
783, 0.134057
784, 0.249734
785, 0.926619
786, 0.106750
787, 0.287777
788, 0.104971
789, 0.340881
790, 0.081022
791, 0.393725
792, 0.899869
793, 0.166521
794, 0.080519
795, 0.078648
796, 0.090054
797, 0.903639
798, 0.092805
799, 0.472020
800, 0.083124
801, 0.078864
802, 0.108029
803, 0.094086
804, 0.086314
805, 0.721990
806, 0.246249
807, 0.154009
808, 0.083255
809, 0.401992
810, 0.391774
811, 0.082796
812, 0.749049
813, 0.357145
814, 0.146480
815, 0.507355
816, 0.205102
817, 0.906229
818, 0.912379
819, 0.154716
820, 0.852394
821, 0.080811
822, 0.095867
823, 0.086060
824, 0.647845
825, 0.273745
826, 0.144842
827, 0.150236
828, 0.168966
829, 0.195603
830, 0.115999
831, 0.456594
832, 0.143532
833, 0.281123
834, 0.591905
835, 0.642298
836, 0.228507
837, 0.195080
838, 0.147813
839, 0.080865
840, 0.222751
841, 0.535242
842, 0.082211
843, 0.340581
844, 0.742357
845, 0.208306
846, 0.080609
847, 0.217337
848, 0.080556
849, 0.419215
850, 0.804564
851, 0.183157
852, 0.924322
853, 0.170156
854, 0.411190
855, 0.900880
856, 0.082712
857, 0.095033
858, 0.234459
859, 0.084794
860, 0.416104
861, 0.384570
862, 0.142398
863, 0.081199
864, 0.086629
865, 0.180890
866, 0.083137
867, 0.259925
868, 0.147322
869, 0.829890
870, 0.368947
871, 0.455146
872, 0.170133
873, 0.081841
874, 0.515206
875, 0.088487
876, 0.163325
877, 0.315728
878, 0.092050
879, 0.312860
880, 0.547686
881, 0.903230
882, 0.079901
883, 0.213108
884, 0.217154
885, 0.140669
886, 0.144446
887, 0.373536
888, 0.182774
889, 0.086366
890, 0.204770
891, 0.190309
892, 0.083902
893, 0.203186
894, 0.163121
895, 0.083086
896, 0.254222
897, 0.082730
898, 0.149943
899, 0.079396
900, 0.121948
901, 0.078131
902, 0.081318
903, 0.453007
904, 0.080499
905, 0.155765
906, 0.283104
907, 0.078639
908, 0.760951
909, 0.658872
910, 0.426853
911, 0.329868
912, 0.081157
913, 0.086010
914, 0.080129
915, 0.092415
916, 0.096829
917, 0.225077
918, 0.082242
919, 0.080258
920, 0.078875
921, 0.791122
922, 0.194998
923, 0.081986
924, 0.305277
925, 0.359615
926, 0.217993
927, 0.257948
928, 0.393921
929, 0.197646
930, 0.107797
931, 0.188354
932, 0.417061
933, 0.144053
934, 0.217657
935, 0.083520
936, 0.530261
937, 0.378290
938, 0.168763
939, 0.136213
940, 0.083298
941, 0.144312
942, 0.078376
943, 0.315828
944, 0.087239
945, 0.317047
946, 0.084018
947, 0.127938
948, 0.156134
949, 0.080356
950, 0.713802
951, 0.178280
952, 0.544909
953, 0.421050
954, 0.113520
955, 0.240013
956, 0.283662
957, 0.136005
958, 0.189361
959, 0.199435
960, 0.393389
961, 0.906845
962, 0.080788
963, 0.161080
964, 0.735692
965, 0.220873
966, 0.843183
967, 0.458997
968, 0.082902
969, 0.153186
970, 0.553459
971, 0.080139
972, 0.110372
973, 0.392370
974, 0.082545
975, 0.098820
976, 0.588705
977, 0.080797
978, 0.257807
979, 0.079959
980, 0.227490
981, 0.625385
982, 0.090756
983, 0.096743
984, 0.245128
985, 0.205226
986, 0.671972
987, 0.084057
988, 0.759269
989, 0.923843
990, 0.084812
991, 0.097834
992, 0.665332
993, 0.090452
994, 0.459313
995, 0.083794
996, 0.082698
997, 0.233506
998, 0.154376
999, 0.093296
1000, 0.296925
1001, 0.781037
1002, 0.341300
1003, 0.080236
1004, 0.924864
1005, 0.082390
1006, 0.164847
1007, 0.083661
1008, 0.096479
1009, 0.184618
1010, 0.212227
1011, 0.292064
1012, 0.493425
1013, 0.145379
1014, 0.461953
1015, 0.137551
1016, 0.095960
1017, 0.145217
1018, 0.091512
1019, 0.388793
1020, 0.088938
1021, 0.538066
1022, 0.371984
1023, 0.173990
1024, 0.078134
1025, 0.799959
1026, 0.702582
1027, 0.209589
1028, 0.104409
1029, 0.192904
1030, 0.236349
1031, 0.085635
1032, 0.205018
1033, 0.854928
1034, 0.152899
1035, 0.413273
1036, 0.199922
1037, 0.414616
1038, 0.916249
1039, 0.555174
1040, 0.145040
1041, 0.085690
1042, 0.100168
1043, 0.088041
1044, 0.889073
1045, 0.197785
1046, 0.082750
1047, 0.234303
1048, 0.921816
1049, 0.106187
1050, 0.269453
1051, 0.078548
1052, 0.480999
1053, 0.167958
1054, 0.085202
1055, 0.263951
1056, 0.374418
1057, 0.387827
1058, 0.084344
1059, 0.212911
1060, 0.080588
1061, 0.808627
1062, 0.083114
1063, 0.086196
1064, 0.091096
1065, 0.143914
1066, 0.277135
1067, 0.203347
1068, 0.354759
1069, 0.537514
1070, 0.080909
1071, 0.928750
1072, 0.087210
1073, 0.080825
1074, 0.260063
1075, 0.097407
1076, 0.079282
1077, 0.163325
1078, 0.683934
1079, 0.126754
1080, 0.207233
1081, 0.469540
1082, 0.080631
1083, 0.283272
1084, 0.086263
1085, 0.723027
1086, 0.080770
1087, 0.285421
1088, 0.093894
1089, 0.291902
1090, 0.080709
1091, 0.190566
1092, 0.080345
1093, 0.164749
1094, 0.078376
1095, 0.329073
1096, 0.237708
1097, 0.225394
1098, 0.291096
1099, 0.681842
1100, 0.734990
1101, 0.196380
1102, 0.088859
1103, 0.315361
1104, 0.080113
1105, 0.384697
1106, 0.185110
1107, 0.555172
1108, 0.106837
1109, 0.880182
1110, 0.252035
1111, 0.847393
1112, 0.172240
1113, 0.165607
1114, 0.683175
1115, 0.087290
1116, 0.335153
1117, 0.101721
1118, 0.235094
1119, 0.343067
1120, 0.147655
1121, 0.097266
1122, 0.100950
1123, 0.347247
1124, 0.631455
1125, 0.092764
1126, 0.565071
1127, 0.652162
1128, 0.081333
1129, 0.093115
1130, 0.354297
1131, 0.092506
1132, 0.925277
1133, 0.209589
1134, 0.905222
1135, 0.130569
1136, 0.250269
1137, 0.216912
1138, 0.518404
1139, 0.088771
1140, 0.250338
1141, 0.296438
1142, 0.395011
1143, 0.084825
1144, 0.365637
1145, 0.548811
1146, 0.912526
1147, 0.083453
1148, 0.100341
1149, 0.309438
1150, 0.202244
1151, 0.159040
1152, 0.327521
1153, 0.284430
1154, 0.080881
1155, 0.154691
1156, 0.536591
1157, 0.141791
1158, 0.095744
1159, 0.263747
1160, 0.154057
1161, 0.084159
1162, 0.148176
1163, 0.465591
1164, 0.143387
1165, 0.923375
1166, 0.517837
1167, 0.082384
1168, 0.099884
1169, 0.603853
1170, 0.124797
1171, 0.620710
1172, 0.153808
1173, 0.922056
1174, 0.135346
1175, 0.081218
1176, 0.082385
1177, 0.358811
1178, 0.706162
1179, 0.926576
1180, 0.101982
1181, 0.238216
1182, 0.385577
1183, 0.090822
1184, 0.080247
1185, 0.225229
1186, 0.225492
1187, 0.081184
1188, 0.701801
1189, 0.141057
1190, 0.424257
1191, 0.147408
1192, 0.391764
1193, 0.146255
1194, 0.635531
1195, 0.261176
1196, 0.081581
1197, 0.608139
1198, 0.223702
1199, 0.084241
1200, 0.080475
1201, 0.333582
1202, 0.085061
1203, 0.166916
1204, 0.082859
1205, 0.355140
1206, 0.084738
1207, 0.233746
1208, 0.714370
1209, 0.591279
1210, 0.754857
1211, 0.132165
1212, 0.568301
1213, 0.244205
1214, 0.208715
1215, 0.080493
1216, 0.091038
1217, 0.086691
1218, 0.299396
1219, 0.163091
1220, 0.080563
1221, 0.329905
1222, 0.141365
1223, 0.083120
1224, 0.078295
1225, 0.225680
1226, 0.148550
1227, 0.445249
1228, 0.088809
1229, 0.741341
1230, 0.081764
1231, 0.376360
1232, 0.253274
1233, 0.080783
1234, 0.269026
1235, 0.167367
1236, 0.293196
1237, 0.558627
1238, 0.357394
1239, 0.555655
1240, 0.078568
1241, 0.089781
1242, 0.314185
1243, 0.428967
1244, 0.637684
1245, 0.315369
1246, 0.083221
1247, 0.155260
1248, 0.143615
1249, 0.077757
1250, 0.479455
1251, 0.228172
1252, 0.330157
1253, 0.204770
1254, 0.083818
1255, 0.208622
1256, 0.157067
1257, 0.570990
1258, 0.331392
1259, 0.236125
1260, 0.147352
1261, 0.125874
1262, 0.338590
1263, 0.140660
1264, 0.388664
1265, 0.079796
1266, 0.616824
1267, 0.124544
1268, 0.094650
1269, 0.352151
1270, 0.132564
1271, 0.204330
1272, 0.317353
1273, 0.078240
1274, 0.091539
1275, 0.106092
1276, 0.082604
1277, 0.155449
1278, 0.414454
1279, 0.175120
1280, 0.258105
1281, 0.243918
1282, 0.324730
1283, 0.201527
1284, 0.110807
1285, 0.084475
1286, 0.276656
1287, 0.084863
1288, 0.520748
1289, 0.082473
1290, 0.341641
1291, 0.130032
1292, 0.922506
1293, 0.087067
1294, 0.088250
1295, 0.482884
1296, 0.142373
1297, 0.694974
1298, 0.156219
1299, 0.082117
1300, 0.272458
1301, 0.710205
1302, 0.113448
1303, 0.908238
1304, 0.087561
1305, 0.145428
1306, 0.734824
1307, 0.155129
1308, 0.124206
1309, 0.708440
1310, 0.763352
1311, 0.078581
1312, 0.315662
1313, 0.089482
1314, 0.787879
1315, 0.141848
1316, 0.215113
1317, 0.165439
1318, 0.100492
1319, 0.784228
1320, 0.812030
1321, 0.303871
1322, 0.124607
1323, 0.605522
1324, 0.462459
1325, 0.079267
1326, 0.370604
1327, 0.083839
1328, 0.302925
1329, 0.080440
1330, 0.144624
1331, 0.082764
1332, 0.266670
1333, 0.140306
1334, 0.082476
1335, 0.914391
1336, 0.855688
1337, 0.168938
1338, 0.209074
1339, 0.086298
1340, 0.348981
1341, 0.170134
1342, 0.605690
1343, 0.428736
1344, 0.402577
1345, 0.480928
1346, 0.080757
1347, 0.265591
1348, 0.183675
1349, 0.223270
1350, 0.309211
1351, 0.087248
1352, 0.162350
1353, 0.082127
1354, 0.080241
1355, 0.145863
1356, 0.206796
1357, 0.084648
1358, 0.083989
1359, 0.927467
1360, 0.319797
1361, 0.078052
1362, 0.706300
1363, 0.666805
1364, 0.765440
1365, 0.216792
1366, 0.079744
1367, 0.148015
1368, 0.082644
1369, 0.475803
1370, 0.089916
1371, 0.087585
1372, 0.118809
1373, 0.390181
1374, 0.497815
1375, 0.197554
1376, 0.443246
1377, 0.090425
1378, 0.169510
1379, 0.281311
1380, 0.082344
1381, 0.084230
1382, 0.163450
1383, 0.589935
1384, 0.219382
1385, 0.261045
1386, 0.080193
1387, 0.895776
1388, 0.567503
1389, 0.089071
1390, 0.265580
1391, 0.082467
1392, 0.254273
1393, 0.440843
1394, 0.134188
1395, 0.904123
1396, 0.084407
1397, 0.628720
1398, 0.164124
1399, 0.096929
1400, 0.278239
1401, 0.082826
1402, 0.667677
1403, 0.251604
1404, 0.105173
1405, 0.078376
1406, 0.096343
1407, 0.720540
1408, 0.080591
1409, 0.082528
1410, 0.088337
1411, 0.200480
1412, 0.097298
1413, 0.080392
1414, 0.348205
1415, 0.805234
1416, 0.905717
1417, 0.927771
1418, 0.083087
1419, 0.094666
1420, 0.276349
1421, 0.322214
1422, 0.148897
1423, 0.121128
1424, 0.654868
1425, 0.245131
1426, 0.573825
1427, 0.200024
1428, 0.202706
1429, 0.100741
1430, 0.468989
1431, 0.276770
1432, 0.647003
1433, 0.085353
1434, 0.080178
1435, 0.090418
1436, 0.129227
1437, 0.262085
1438, 0.375116
1439, 0.299724
1440, 0.297806
1441, 0.394680
1442, 0.925920
1443, 0.224365
1444, 0.096284
1445, 0.205634
1446, 0.082490
1447, 0.317415
1448, 0.086130
1449, 0.399196
1450, 0.079987
1451, 0.080399
1452, 0.188444
1453, 0.086667
1454, 0.384975
1455, 0.291638
1456, 0.732949
1457, 0.080669
1458, 0.194464
1459, 0.492050
1460, 0.363447
1461, 0.212979
1462, 0.296222
1463, 0.302728
1464, 0.138868
1465, 0.080133
1466, 0.080474
1467, 0.265442
1468, 0.199046
1469, 0.155545
1470, 0.544799
1471, 0.093037
1472, 0.127338
1473, 0.549571
1474, 0.277056
1475, 0.684703
1476, 0.371984
1477, 0.087136
1478, 0.923302
1479, 0.346516
1480, 0.080720
1481, 0.082446
1482, 0.084688
1483, 0.913140
1484, 0.795801
1485, 0.085513
1486, 0.095189
1487, 0.178016
1488, 0.100997
1489, 0.100612
1490, 0.080136
1491, 0.151162
1492, 0.104350
1493, 0.195920
1494, 0.507604
1495, 0.926682
1496, 0.330237
1497, 0.082675
1498, 0.082988
1499, 0.601749
1500, 0.247666
1501, 0.128222
1502, 0.320740
1503, 0.356432
1504, 0.078269
1505, 0.193736
1506, 0.174179
1507, 0.206744
1508, 0.102014
1509, 0.434727
1510, 0.371233
1511, 0.203067
1512, 0.383889
1513, 0.373326
1514, 0.452220
1515, 0.150316
1516, 0.080392
1517, 0.091974
1518, 0.347466
1519, 0.180506
1520, 0.739130
1521, 0.117407
1522, 0.080880
1523, 0.708060
1524, 0.235322
1525, 0.281199
1526, 0.147517
1527, 0.497949
1528, 0.082238
1529, 0.078204
1530, 0.914531
1531, 0.083381
1532, 0.535367
1533, 0.083809
1534, 0.078606
1535, 0.427135
1536, 0.227227
1537, 0.107870
1538, 0.704146
1539, 0.905037
1540, 0.242811
1541, 0.276533
1542, 0.586957
1543, 0.423284
1544, 0.087244
1545, 0.768604
1546, 0.336144
1547, 0.145081
1548, 0.106256
1549, 0.080651
1550, 0.077645
1551, 0.329841
1552, 0.798451
1553, 0.095673
1554, 0.194928
1555, 0.899476
1556, 0.082265
1557, 0.084228
1558, 0.603884
1559, 0.400385
1560, 0.236540
1561, 0.229821
1562, 0.794592
1563, 0.078806
1564, 0.136747
1565, 0.214779
1566, 0.145898
1567, 0.226421
1568, 0.078206
1569, 0.141107
1570, 0.402028
1571, 0.095802
1572, 0.082922
1573, 0.079778
1574, 0.107145
1575, 0.081659
1576, 0.080306
1577, 0.745150
1578, 0.600116
1579, 0.303623
1580, 0.789234
1581, 0.083487
1582, 0.371936
1583, 0.629783
1584, 0.269870
1585, 0.427162
1586, 0.163350
1587, 0.470308
1588, 0.130907
1589, 0.087784
1590, 0.706392
1591, 0.927690
1592, 0.623493
1593, 0.109665
1594, 0.095463
1595, 0.909097
1596, 0.086036
1597, 0.763967
1598, 0.083748
1599, 0.245409
1600, 0.151739
1601, 0.146169
1602, 0.330237
1603, 0.080227
1604, 0.264324
1605, 0.080329
1606, 0.078078
1607, 0.121520
1608, 0.335571
1609, 0.080985
1610, 0.250972
1611, 0.083002
1612, 0.257024
1613, 0.083818
1614, 0.696365
1615, 0.103843
1616, 0.081355
1617, 0.923943
1618, 0.807587
1619, 0.120670
1620, 0.208339
1621, 0.078458
1622, 0.507751
1623, 0.927470
1624, 0.081357
1625, 0.576066
1626, 0.079968
1627, 0.154287
1628, 0.080485
1629, 0.548873
1630, 0.083705
1631, 0.094171
1632, 0.149189
1633, 0.078323
1634, 0.132284
1635, 0.106739
1636, 0.294648
1637, 0.476155
1638, 0.089108
1639, 0.189923
1640, 0.711896
1641, 0.205947
1642, 0.085350
1643, 0.080529
1644, 0.080598
1645, 0.918297
1646, 0.221903
1647, 0.084119
1648, 0.341355
1649, 0.686342
1650, 0.140126
1651, 0.353046
1652, 0.329271
1653, 0.192358
1654, 0.080515
1655, 0.428079
1656, 0.291410
1657, 0.158963
1658, 0.078905
1659, 0.679457
1660, 0.156431
1661, 0.092117
1662, 0.357267
1663, 0.368918
