ID,Prob1
532, 0.41
533, 0.38
534, 0.52
535, 0.40
536, 0.14
537, 0.32
538, 0.21
539, 0.63
540, 0.16
541, 0.25
542, 0.64
543, 0.73
544, 0.15
545, 0.51
546, 0.33
547, 0.18
548, 0.32
549, 0.24
550, 0.55
551, 0.33
552, 0.66
553, 0.40
554, 0.47
555, 0.26
556, 0.31
557, 0.24
558, 0.25
559, 0.12
560, 0.36
561, 0.14
562, 0.21
563, 0.15
564, 0.10
565, 0.25
566, 0.40
567, 0.21
568, 0.31
569, 0.33
570, 0.42
571, 0.25
572, 0.08
573, 0.46
574, 0.21
575, 0.30
576, 0.35
577, 0.50
578, 0.30
579, 0.33
580, 0.57
581, 0.28
582, 0.36
583, 0.31
584, 0.42
585, 0.17
586, 0.54
587, 0.56
588, 0.33
589, 0.66
590, 0.13
591, 0.22
592, 0.79
593, 0.18
594, 0.14
595, 0.28
596, 0.22
597, 0.39
598, 0.23
599, 0.29
600, 0.32
601, 0.23
602, 0.20
603, 0.62
604, 0.20
605, 0.14
606, 0.50
607, 0.18
608, 0.30
609, 0.72
610, 0.37
611, 0.83
612, 0.50
613, 0.41
614, 0.37
615, 0.21
616, 0.63
617, 0.13
618, 0.17
619, 0.29
620, 0.50
621, 0.36
622, 0.25
623, 0.27
624, 0.30
625, 0.59
626, 0.26
627, 0.35
628, 0.30
629, 0.31
630, 0.35
631, 0.26
632, 0.36
633, 0.26
634, 0.25
635, 0.56
636, 0.45
637, 0.18
638, 0.20
639, 0.20
640, 0.29
641, 0.34
642, 0.50
643, 0.26
644, 0.21
645, 0.53
646, 0.23
647, 0.21
648, 0.16
649, 0.40
650, 0.48
651, 0.12
652, 0.61
653, 0.25
654, 0.26
655, 0.49
656, 0.52
657, 0.66
658, 0.55
659, 0.43
660, 0.75
661, 0.21
662, 0.35
663, 0.16
664, 0.73
665, 0.28
666, 0.23
667, 0.22
668, 0.46
669, 0.20
670, 0.12
671, 0.30
672, 0.25
673, 0.13
674, 0.20
675, 0.16
676, 0.29
677, 0.34
678, 0.16
679, 0.22
680, 0.72
681, 0.34
682, 0.10
683, 0.66
684, 0.15
685, 0.26
686, 0.20
687, 0.29
688, 0.15
689, 0.27
690, 0.36
691, 0.37
692, 0.40
693, 0.28
694, 0.46
695, 0.34
696, 0.33
697, 0.15
698, 0.15
699, 0.30
700, 0.34
701, 0.23
702, 0.28
703, 0.28
704, 0.67
705, 0.40
706, 0.19
707, 0.25
708, 0.21
709, 0.29
710, 0.48
711, 0.80
712, 0.36
713, 0.24
714, 0.47
715, 0.35
716, 0.76
717, 0.24
718, 0.35
719, 0.16
720, 0.31
721, 0.69
722, 0.49
723, 0.49
724, 0.23
725, 0.63
726, 0.36
727, 0.77
728, 0.36
729, 0.42
730, 0.26
731, 0.21
732, 0.24
733, 0.31
734, 0.21
735, 0.25
736, 0.31
737, 0.20
738, 0.53
739, 0.38
740, 0.77
741, 0.63
742, 0.26
743, 0.36
744, 0.66
745, 0.61
746, 0.53
747, 0.53
748, 0.13
749, 0.53
750, 0.19
751, 0.43
752, 0.13
753, 0.24
754, 0.38
755, 0.65
756, 0.41
757, 0.33
758, 0.15
759, 0.43
760, 0.12
761, 0.38
762, 0.28
763, 0.26
764, 0.16
765, 0.25
766, 0.12
767, 0.25
768, 0.32
769, 0.62
770, 0.40
771, 0.08
772, 0.23
773, 0.16
774, 0.40
775, 0.20
776, 0.21
777, 0.28
778, 0.28
779, 0.41
780, 0.65
781, 0.15
782, 0.15
783, 0.34
784, 0.67
785, 0.38
786, 0.31
787, 0.27
788, 0.84
789, 0.24
790, 0.24
791, 0.25
792, 0.31
793, 0.62
794, 0.78
795, 0.46
796, 0.29
797, 0.81
798, 0.74
799, 0.34
800, 0.33
801, 0.27
802, 0.33
803, 0.30
804, 0.37
805, 0.88
806, 0.24
807, 0.46
808, 0.22
809, 0.39
810, 0.40
811, 0.67
812, 0.24
813, 0.23
814, 0.50
815, 0.08
816, 0.32
817, 0.73
818, 0.25
819, 0.27
820, 0.18
821, 0.47
822, 0.18
823, 0.20
824, 0.32
825, 0.30
826, 0.70
827, 0.14
828, 0.32
829, 0.34
830, 0.60
831, 0.30
832, 0.25
833, 0.47
834, 0.46
835, 0.36
836, 0.42
837, 0.27
838, 0.43
839, 0.13
840, 0.34
841, 0.33
842, 0.30
843, 0.39
844, 0.52
845, 0.27
846, 0.59
847, 0.46
848, 0.22
849, 0.56
850, 0.30
851, 0.34
852, 0.42
853, 0.71
854, 0.21
855, 0.26
856, 0.35
857, 0.36
858, 0.21
859, 0.22
860, 0.25
861, 0.30
862, 0.20
863, 0.30
864, 0.41
865, 0.43
866, 0.18
867, 0.47
868, 0.13
869, 0.21
870, 0.34
871, 0.31
872, 0.11
873, 0.46
874, 0.40
875, 0.48
876, 0.35
877, 0.13
878, 0.27
879, 0.24
880, 0.16
881, 0.18
882, 0.53
883, 0.39
884, 0.35
885, 0.34
886, 0.21
887, 0.44
888, 0.65
889, 0.29
890, 0.31
891, 0.30
892, 0.52
893, 0.32
894, 0.18
895, 0.31
896, 0.38
897, 0.41
898, 0.44
899, 0.41
900, 0.58
901, 0.57
902, 0.69
903, 0.31
904, 0.63
905, 0.44
906, 0.36
907, 0.47
908, 0.74
909, 0.55
910, 0.49
911, 0.20
912, 0.17
913, 0.33
914, 0.24
915, 0.24
916, 0.27
917, 0.54
918, 0.22
919, 0.17
920, 0.65
921, 0.43
922, 0.19
923, 0.46
924, 0.70
925, 0.17
926, 0.13
927, 0.37
928, 0.51
929, 0.19
930, 0.18
931, 0.12
932, 0.29
933, 0.44
934, 0.35
935, 0.23
936, 0.54
937, 0.28
938, 0.32
939, 0.53
940, 0.28
941, 0.52
942, 0.73
943, 0.22
944, 0.22
945, 0.15
946, 0.49
947, 0.21
948, 0.45
949, 0.39
950, 0.27
951, 0.63
952, 0.14
953, 0.82
954, 0.37
955, 0.28
956, 0.24
957, 0.41
958, 0.46
959, 0.37
960, 0.31
961, 0.32
962, 0.17
963, 0.31
964, 0.30
965, 0.10
966, 0.61
967, 0.34
968, 0.11
969, 0.22
970, 0.39
971, 0.58
972, 0.48
973, 0.52
974, 0.34
975, 0.63
976, 0.14
977, 0.37
978, 0.37
979, 0.11
980, 0.41
981, 0.40
982, 0.35
983, 0.38
984, 0.44
985, 0.22
986, 0.23
987, 0.38
988, 0.26
989, 0.16
990, 0.14
991, 0.41
992, 0.35
993, 0.57
994, 0.08
995, 0.28
996, 0.48
997, 0.29
998, 0.66
999, 0.14
1000, 0.26
1001, 0.69
1002, 0.47
1003, 0.60
1004, 0.40
1005, 0.30
1006, 0.31
1007, 0.45
1008, 0.14
1009, 0.41
1010, 0.19
1011, 0.29
1012, 0.22
1013, 0.63
1014, 0.50
1015, 0.34
1016, 0.62
1017, 0.58
1018, 0.48
1019, 0.19
1020, 0.52
1021, 0.21
1022, 0.35
1023, 0.73
1024, 0.37
1025, 0.31
1026, 0.55
1027, 0.83
1028, 0.49
1029, 0.46
1030, 0.51
1031, 0.38
1032, 0.58
1033, 0.34
1034, 0.35
1035, 0.35
1036, 0.20
1037, 0.16
1038, 0.50
1039, 0.17
1040, 0.17
1041, 0.30
1042, 0.16
1043, 0.61
1044, 0.37
1045, 0.41
1046, 0.64
1047, 0.34
1048, 0.61
1049, 0.44
1050, 0.27
1051, 0.34
1052, 0.37
1053, 0.26
1054, 0.21
1055, 0.29
1056, 0.19
1057, 0.20
1058, 0.50
1059, 0.15
1060, 0.28
1061, 0.17
1062, 0.50
1063, 0.63
1064, 0.16
1065, 0.38
1066, 0.33
1067, 0.24
1068, 0.65
1069, 0.21
1070, 0.86
1071, 0.23
1072, 0.21
1073, 0.24
1074, 0.29
1075, 0.17
1076, 0.45
1077, 0.33
1078, 0.42
1079, 0.26
1080, 0.46
1081, 0.34
1082, 0.40
1083, 0.35
1084, 0.32
1085, 0.30
1086, 0.42
1087, 0.17
1088, 0.40
1089, 0.41
1090, 0.22
1091, 0.15
1092, 0.28
1093, 0.11
1094, 0.25
1095, 0.32
1096, 0.18
1097, 0.29
1098, 0.20
1099, 0.11
1100, 0.31
1101, 0.39
1102, 0.25
1103, 0.35
1104, 0.16
1105, 0.34
1106, 0.38
1107, 0.25
1108, 0.29
1109, 0.56
1110, 0.40
1111, 0.30
1112, 0.77
1113, 0.25
1114, 0.23
1115, 0.41
1116, 0.48
1117, 0.31
1118, 0.15
1119, 0.58
1120, 0.57
1121, 0.24
1122, 0.34
1123, 0.15
1124, 0.42
1125, 0.38
1126, 0.23
1127, 0.26
1128, 0.36
1129, 0.27
1130, 0.28
1131, 0.26
1132, 0.20
1133, 0.40
1134, 0.40
1135, 0.61
1136, 0.40
1137, 0.35
1138, 0.26
1139, 0.55
1140, 0.43
1141, 0.43
1142, 0.18
1143, 0.41
1144, 0.64
1145, 0.17
1146, 0.39
1147, 0.14
1148, 0.28
1149, 0.59
1150, 0.25
1151, 0.33
1152, 0.40
1153, 0.31
1154, 0.38
1155, 0.26
1156, 0.32
1157, 0.20
1158, 0.58
1159, 0.39
1160, 0.34
1161, 0.17
1162, 0.15
1163, 0.36
1164, 0.38
1165, 0.84
1166, 0.23
1167, 0.20
1168, 0.54
1169, 0.25
1170, 0.41
1171, 0.27
1172, 0.45
1173, 0.44
1174, 0.63
1175, 0.22
1176, 0.68
1177, 0.66
1178, 0.41
1179, 0.21
1180, 0.23
1181, 0.26
1182, 0.25
1183, 0.42
1184, 0.40
1185, 0.49
1186, 0.27
1187, 0.26
1188, 0.50
1189, 0.52
1190, 0.19
1191, 0.24
1192, 0.38
1193, 0.41
1194, 0.24
1195, 0.26
1196, 0.27
1197, 0.22
1198, 0.21
1199, 0.32
1200, 0.37
1201, 0.24
1202, 0.77
1203, 0.67
1204, 0.33
1205, 0.25
1206, 0.42
1207, 0.18
1208, 0.07
1209, 0.67
1210, 0.50
1211, 0.14
1212, 0.26
1213, 0.16
1214, 0.26
1215, 0.38
1216, 0.31
1217, 0.15
1218, 0.27
1219, 0.24
1220, 0.31
1221, 0.29
1222, 0.58
1223, 0.29
1224, 0.23
1225, 0.21
1226, 0.38
1227, 0.31
1228, 0.16
1229, 0.65
1230, 0.52
1231, 0.41
1232, 0.27
1233, 0.49
1234, 0.27
1235, 0.35
1236, 0.40
1237, 0.55
1238, 0.29
1239, 0.59
1240, 0.26
1241, 0.15
1242, 0.68
1243, 0.21
1244, 0.16
1245, 0.44
1246, 0.32
1247, 0.44
1248, 0.20
1249, 0.21
1250, 0.32
1251, 0.36
1252, 0.40
1253, 0.24
1254, 0.21
1255, 0.19
1256, 0.33
1257, 0.21
1258, 0.23
1259, 0.16
1260, 0.20
1261, 0.52
1262, 0.30
1263, 0.14
1264, 0.19
1265, 0.11
1266, 0.68
1267, 0.53
1268, 0.31
1269, 0.33
1270, 0.51
1271, 0.34
1272, 0.33
1273, 0.33
1274, 0.22
1275, 0.12
1276, 0.41
1277, 0.11
1278, 0.80
1279, 0.15
1280, 0.47
1281, 0.30
1282, 0.23
1283, 0.27
1284, 0.21
1285, 0.23
1286, 0.36
1287, 0.20
1288, 0.29
1289, 0.13
1290, 0.54
1291, 0.71
1292, 0.11
1293, 0.37
1294, 0.43
1295, 0.28
1296, 0.22
1297, 0.14
1298, 0.23
1299, 0.39
1300, 0.24
1301, 0.35
1302, 0.42
1303, 0.20
1304, 0.28
1305, 0.60
1306, 0.17
1307, 0.38
1308, 0.20
1309, 0.18
1310, 0.40
1311, 0.47
1312, 0.52
1313, 0.29
1314, 0.29
1315, 0.22
1316, 0.11
1317, 0.46
1318, 0.38
1319, 0.16
1320, 0.38
1321, 0.30
1322, 0.35
1323, 0.13
1324, 0.75
1325, 0.62
1326, 0.16
1327, 0.53
1328, 0.58
1329, 0.33
1330, 0.38
1331, 0.16
1332, 0.26
1333, 0.25
1334, 0.34
1335, 0.17
1336, 0.15
1337, 0.25
1338, 0.28
1339, 0.18
1340, 0.45
1341, 0.73
1342, 0.57
1343, 0.62
1344, 0.32
1345, 0.43
1346, 0.19
1347, 0.41
1348, 0.22
1349, 0.28
1350, 0.12
1351, 0.25
1352, 0.34
1353, 0.20
1354, 0.39
1355, 0.18
1356, 0.34
1357, 0.28
1358, 0.20
1359, 0.17
1360, 0.30
1361, 0.30
1362, 0.33
1363, 0.36
1364, 0.28
1365, 0.63
1366, 0.47
1367, 0.48
1368, 0.39
1369, 0.51
1370, 0.38
1371, 0.34
1372, 0.32
1373, 0.54
1374, 0.19
1375, 0.32
1376, 0.43
1377, 0.13
1378, 0.36
1379, 0.73
1380, 0.18
1381, 0.34
1382, 0.27
1383, 0.45
1384, 0.34
1385, 0.25
1386, 0.45
1387, 0.43
1388, 0.65
1389, 0.39
1390, 0.49
1391, 0.45
1392, 0.30
1393, 0.55
1394, 0.22
1395, 0.20
1396, 0.53
1397, 0.46
1398, 0.27
1399, 0.39
1400, 0.32
1401, 0.50
1402, 0.44
1403, 0.21
1404, 0.86
1405, 0.20
1406, 0.54
1407, 0.50
1408, 0.22
1409, 0.25
1410, 0.62
1411, 0.38
1412, 0.31
1413, 0.11
1414, 0.08
1415, 0.25
1416, 0.23
1417, 0.19
1418, 0.28
1419, 0.39
1420, 0.22
1421, 0.31
1422, 0.54
1423, 0.31
1424, 0.82
1425, 0.31
1426, 0.38
1427, 0.28
1428, 0.15
1429, 0.29
1430, 0.32
1431, 0.19
1432, 0.41
1433, 0.19
1434, 0.24
1435, 0.37
1436, 0.40
1437, 0.43
1438, 0.27
1439, 0.16
1440, 0.43
1441, 0.32
1442, 0.32
1443, 0.39
1444, 0.18
1445, 0.52
1446, 0.48
1447, 0.41
1448, 0.53
1449, 0.27
1450, 0.19
1451, 0.36
1452, 0.21
1453, 0.24
1454, 0.24
1455, 0.08
1456, 0.27
1457, 0.56
1458, 0.49
1459, 0.50
1460, 0.15
1461, 0.42
1462, 0.33
1463, 0.39
1464, 0.68
1465, 0.39
1466, 0.25
1467, 0.17
1468, 0.66
1469, 0.54
1470, 0.34
1471, 0.29
1472, 0.61
1473, 0.32
1474, 0.31
1475, 0.53
1476, 0.27
1477, 0.39
1478, 0.31
1479, 0.27
1480, 0.30
1481, 0.40
1482, 0.44
1483, 0.11
1484, 0.58
1485, 0.17
1486, 0.39
1487, 0.30
1488, 0.67
1489, 0.35
1490, 0.17
1491, 0.53
1492, 0.40
1493, 0.19
1494, 0.36
1495, 0.72
1496, 0.56
1497, 0.20
1498, 0.13
1499, 0.32
1500, 0.53
1501, 0.17
1502, 0.28
1503, 0.66
1504, 0.35
1505, 0.16
1506, 0.24
1507, 0.45
1508, 0.35
1509, 0.21
1510, 0.27
1511, 0.51
1512, 0.39
1513, 0.34
1514, 0.34
1515, 0.33
1516, 0.32
1517, 0.23
1518, 0.29
1519, 0.29
1520, 0.35
1521, 0.36
1522, 0.11
1523, 0.18
1524, 0.49
1525, 0.27
1526, 0.36
1527, 0.44
1528, 0.28
1529, 0.39
1530, 0.29
1531, 0.37
1532, 0.25
1533, 0.25
1534, 0.22
1535, 0.17
1536, 0.13
1537, 0.58
1538, 0.67
1539, 0.52
1540, 0.60
1541, 0.31
1542, 0.24
1543, 0.26
1544, 0.25
1545, 0.60
1546, 0.23
1547, 0.45
1548, 0.33
1549, 0.64
1550, 0.45
1551, 0.53
1552, 0.22
1553, 0.22
1554, 0.34
1555, 0.63
1556, 0.42
1557, 0.55
1558, 0.80
1559, 0.12
1560, 0.27
1561, 0.17
1562, 0.38
1563, 0.47
1564, 0.53
1565, 0.69
1566, 0.17
1567, 0.46
1568, 0.33
1569, 0.31
1570, 0.28
1571, 0.16
1572, 0.16
1573, 0.44
1574, 0.42
1575, 0.21
1576, 0.49
1577, 0.37
1578, 0.15
1579, 0.32
1580, 0.32
1581, 0.20
1582, 0.18
1583, 0.77
1584, 0.25
1585, 0.55
1586, 0.34
1587, 0.18
1588, 0.88
1589, 0.38
1590, 0.33
1591, 0.31
1592, 0.48
1593, 0.27
1594, 0.58
1595, 0.19
1596, 0.18
1597, 0.64
1598, 0.33
1599, 0.27
1600, 0.62
1601, 0.34
1602, 0.36
1603, 0.29
1604, 0.36
1605, 0.16
1606, 0.33
1607, 0.24
1608, 0.15
1609, 0.28
1610, 0.33
1611, 0.25
1612, 0.30
1613, 0.32
1614, 0.14
1615, 0.28
1616, 0.22
1617, 0.64
1618, 0.21
1619, 0.79
1620, 0.33
1621, 0.88
1622, 0.36
1623, 0.19
1624, 0.37
1625, 0.30
1626, 0.32
1627, 0.11
1628, 0.20
1629, 0.29
1630, 0.39
1631, 0.28
1632, 0.60
1633, 0.27
1634, 0.33
1635, 0.78
1636, 0.23
1637, 0.16
1638, 0.30
1639, 0.21
1640, 0.56
1641, 0.19
1642, 0.54
1643, 0.21
1644, 0.44
1645, 0.36
1646, 0.84
1647, 0.63
1648, 0.35
1649, 0.31
1650, 0.40
1651, 0.38
1652, 0.43
1653, 0.18
1654, 0.46
1655, 0.19
1656, 0.27
1657, 0.14
1658, 0.20
1659, 0.20
1660, 0.27
1661, 0.28
1662, 0.44
1663, 0.20
1664, 0.28
1665, 0.16
1666, 0.28
1667, 0.50
1668, 0.57
1669, 0.44
1670, 0.51
1671, 0.36
1672, 0.39
1673, 0.16
1674, 0.64
1675, 0.25
1676, 0.72
1677, 0.39
1678, 0.25
1679, 0.24
1680, 0.68
1681, 0.37
1682, 0.36
1683, 0.27
1684, 0.24
1685, 0.36
1686, 0.48
1687, 0.40
1688, 0.21
1689, 0.23
1690, 0.23
1691, 0.16
1692, 0.61
1693, 0.41
1694, 0.48
1695, 0.22
1696, 0.33
1697, 0.77
1698, 0.40
1699, 0.24
1700, 0.78
1701, 0.25
1702, 0.44
1703, 0.27
1704, 0.55
1705, 0.64
1706, 0.40
1707, 0.17
1708, 0.14
1709, 0.53
1710, 0.47
1711, 0.44
1712, 0.51
1713, 0.40
1714, 0.60
1715, 0.28
1716, 0.44
1717, 0.56
1718, 0.16
1719, 0.37
1720, 0.14
1721, 0.30
1722, 0.15
1723, 0.16
1724, 0.36
1725, 0.19
1726, 0.86
1727, 0.38
1728, 0.33
1729, 0.32
1730, 0.25
1731, 0.18
1732, 0.22
1733, 0.36
1734, 0.13
1735, 0.29
1736, 0.33
1737, 0.31
1738, 0.56
1739, 0.15
1740, 0.18
1741, 0.40
1742, 0.35
1743, 0.71
1744, 0.46
1745, 0.09
1746, 0.76
1747, 0.24
1748, 0.22
1749, 0.51
1750, 0.13
1751, 0.49
1752, 0.13
1753, 0.62
1754, 0.26
1755, 0.31
1756, 0.30
1757, 0.31
1758, 0.29
1759, 0.31
1760, 0.35
1761, 0.43
1762, 0.18
1763, 0.35
1764, 0.23
1765, 0.42
1766, 0.26
1767, 0.63
1768, 0.22
1769, 0.29
1770, 0.41
1771, 0.35
1772, 0.19
1773, 0.63
1774, 0.57
1775, 0.26
1776, 0.44
1777, 0.23
1778, 0.32
1779, 0.40
1780, 0.36
1781, 0.66
1782, 0.52
1783, 0.18
1784, 0.46
1785, 0.32
1786, 0.23
1787, 0.25
1788, 0.30
1789, 0.22
1790, 0.29
1791, 0.36
1792, 0.48
1793, 0.39
1794, 0.19
1795, 0.38
1796, 0.23
1797, 0.53
1798, 0.42
1799, 0.28
1800, 0.26
1801, 0.66
1802, 0.32
1803, 0.33
1804, 0.23
1805, 0.33
1806, 0.39
1807, 0.57
1808, 0.41
1809, 0.33
1810, 0.35
1811, 0.22
1812, 0.45
1813, 0.35
1814, 0.28
1815, 0.40
1816, 0.27
1817, 0.43
1818, 0.39
1819, 0.29
1820, 0.31
1821, 0.41
1822, 0.32
1823, 0.25
1824, 0.26
1825, 0.46
1826, 0.08
1827, 0.22
1828, 0.62
1829, 0.68
1830, 0.19
1831, 0.16
1832, 0.21
1833, 0.45
1834, 0.42
1835, 0.40
1836, 0.51
1837, 0.25
1838, 0.46
1839, 0.65
1840, 0.37
1841, 0.54
1842, 0.34
1843, 0.38
1844, 0.58
1845, 0.70
1846, 0.30
1847, 0.30
1848, 0.30
1849, 0.43
1850, 0.37
1851, 0.22
1852, 0.45
1853, 0.41
1854, 0.38
1855, 0.40
1856, 0.38
1857, 0.34
1858, 0.27
1859, 0.58
1860, 0.25
1861, 0.18
1862, 0.41
1863, 0.53
1864, 0.28
1865, 0.11
1866, 0.52
1867, 0.17
1868, 0.52
1869, 0.65
1870, 0.18
1871, 0.18
1872, 0.22
